time,open,high,low,close,volume
1704736800,1.09648,1.09658,1.09488,1.09506,9788
1704751200,1.09506,1.0962,1.09494,1.09616,7147
1704765600,1.09616,1.09665,1.0948,1.09497,7106
1704780000,1.09497,1.09632,1.0938,1.09442,16372
1704794400,1.09442,1.09482,1.09288,1.09462,19746
1704808800,1.09462,1.09514,1.09102,1.09342,24510
1704823200,1.09342,1.09402,1.092,1.09313,12615
1704837600,1.09313,1.09366,1.09261,1.09321,6234
1704852000,1.09321,1.09361,1.09278,1.09323,6993
1704866400,1.09323,1.0952,1.0923,1.09472,17038
1704880800,1.09472,1.09556,1.09406,1.09407,15150
1704895200,1.09407,1.09692,1.0932,1.09673,18006
1704909600,1.09673,1.0973,1.09594,1.09727,11600
1704924000,1.09727,1.09804,1.09704,1.0979,6249
1704938400,1.0979,1.0985,1.09758,1.09784,6798
1704952800,1.09784,1.09886,1.0959,1.09638,13921
1704967200,1.09638,1.09996,1.09356,1.09396,27147
1704981600,1.09396,1.09739,1.09303,1.09509,44872
1704996000,1.09509,1.0983,1.09498,1.09736,18861
1705010400,1.09736,1.09848,1.09694,1.09828,7650
1705024800,1.09828,1.09854,1.09732,1.09756,7274
1705039200,1.09756,1.0983,1.0961,1.09626,15364
1705053600,1.09626,1.09698,1.0936,1.09554,23188
1705068000,1.09554,1.0987,1.09473,1.09497,31597
1705082400,1.09497,1.09636,1.09484,1.09508,11225
1705269600,1.09508,1.09562,1.09408,1.0955,7090
1705284000,1.0955,1.09676,1.0955,1.09642,6272
1705298400,1.09642,1.09667,1.09431,1.09468,14810
1705312800,1.09468,1.09592,1.09336,1.09506,15430
1705327200,1.09506,1.09526,1.09382,1.09482,11414
1705341600,1.09482,1.09538,1.09476,1.09503,2263
1705356000,1.09503,1.09512,1.09154,1.09278,9747
1705370400,1.09278,1.09278,1.09125,1.09154,8934
1705384800,1.09154,1.09268,1.0884,1.08863,22432
1705399200,1.08863,1.0898,1.08716,1.08742,22760
1705413600,1.08742,1.08948,1.08621,1.08632,36671
1705428000,1.08632,1.08777,1.0863,1.08756,11503
1705442400,1.08756,1.08824,1.08708,1.08773,7610
1705456800,1.08773,1.08846,1.08608,1.08648,9095
1705471200,1.08648,1.08817,1.08555,1.08768,22033
1705485600,1.08768,1.08839,1.08512,1.0864,22293
1705500000,1.0864,1.0871,1.08446,1.08671,26884
1705514400,1.08671,1.08829,1.08566,1.08821,12570
1705528800,1.08821,1.09009,1.08802,1.08962,10003
1705543200,1.08962,1.0903,1.08904,1.0895,8940
1705557600,1.0895,1.09068,1.08767,1.08847,16936
1705572000,1.08847,1.08961,1.08506,1.08526,21106
1705586400,1.08526,1.08702,1.08468,1.08598,31321
1705600800,1.08598,1.08776,1.08542,1.08763,13744
1705615200,1.08763,1.08875,1.08712,1.08856,8346
1705629600,1.08856,1.08898,1.08796,1.0881,7271
1705644000,1.0881,1.08864,1.0868,1.08831,15481
1705658400,1.08831,1.08932,1.08731,1.08807,15346
1705672800,1.08807,1.08935,1.08657,1.08898,27273
1705687200,1.08898,1.08978,1.08858,1.08976,11775
1705874400,1.08976,1.0905,1.08894,1.0902,8191
1705888800,1.0902,1.09094,1.08985,1.09018,6685
1705903200,1.09018,1.09098,1.08874,1.0897,15825
1705917600,1.0897,1.08998,1.088,1.08916,15864
1705932000,1.08916,1.09,1.08818,1.08964,17205
1705946400,1.08964,1.08964,1.08804,1.08826,9844
1705960800,1.08826,1.08888,1.08758,1.08885,5984
1705975200,1.08885,1.0908,1.08852,1.0907,9795
1705989600,1.0907,1.0916,1.08838,1.08876,17044
1706004000,1.08876,1.08884,1.086,1.0874,15015
1706018400,1.0874,1.0874,1.08216,1.08314,23114
1706032800,1.08314,1.0856,1.08305,1.08536,9927
1706047200,1.08536,1.086,1.0848,1.08581,6108
1706061600,1.08581,1.08662,1.08534,1.0862,7679
1706076000,1.0862,1.09078,1.08604,1.09026,19331
1706090400,1.09026,1.09274,1.08875,1.0925,18600
1706104800,1.0925,1.09324,1.08904,1.09054,30655
1706119200,1.09054,1.09061,1.08776,1.08842,14783
1706133600,1.08842,1.08877,1.08702,1.08777,6976
1706148000,1.08777,1.0882,1.08746,1.08784,6658
1706162400,1.08784,1.08998,1.08758,1.0896,14804
1706176800,1.0896,1.09021,1.0867,1.08792,22644
1706191200,1.08792,1.08792,1.08241,1.08378,35004
1706205600,1.08378,1.08482,1.08217,1.08472,13143
1706220000,1.08472,1.08484,1.08374,1.08444,6635
1706234400,1.08444,1.0849,1.0838,1.08426,6640
1706248800,1.08426,1.08506,1.08129,1.08442,18267
1706263200,1.08442,1.08865,1.08441,1.0872,20667
1706277600,1.0872,1.08803,1.08552,1.08638,22899
1706292000,1.08638,1.08661,1.08521,1.08546,9852
1706479200,1.08546,1.08546,1.08413,1.0844,7756
1706493600,1.0844,1.08478,1.08394,1.084,6437
1706508000,1.084,1.08501,1.08231,1.08253,13094
1706522400,1.08253,1.08369,1.08138,1.08204,14185
1706536800,1.08204,1.08227,1.0796,1.08116,17445
1706551200,1.08116,1.08404,1.08092,1.08333,11467
1706565600,1.08333,1.08422,1.083,1.0835,7244
1706580000,1.0835,1.08362,1.08219,1.08224,6415
1706594400,1.08224,1.08322,1.0812,1.0827,16672
1706608800,1.0827,1.08499,1.08231,1.08346,15794
1706623200,1.08346,1.08574,1.08282,1.08388,25225
1706637600,1.08388,1.08488,1.08316,1.08456,10225
1706652000,1.08456,1.08482,1.08313,1.08314,8104
1706666400,1.08314,1.08314,1.0816,1.08205,7724
1706680800,1.08205,1.08369,1.0806,1.08224,17824
1706695200,1.08224,1.0863,1.08214,1.08576,19694
1706709600,1.08576,1.08876,1.0842,1.08498,32671
1706724000,1.08498,1.08644,1.0795,1.08176,45448
1706738400,1.08176,1.08204,1.0802,1.0809,8564
1706752800,1.0809,1.0822,1.08027,1.08028,9291
1706767200,1.08028,1.08052,1.078,1.07986,18871
1706781600,1.07986,1.08275,1.07916,1.08139,22517
1706796000,1.08139,1.08749,1.08054,1.08728,36691
1706810400,1.08728,1.08749,1.0863,1.0872,15975
1706824800,1.0872,1.08799,1.08674,1.08716,6450
1706839200,1.08716,1.08828,1.08714,1.08774,7388
1706853600,1.08774,1.08976,1.08736,1.08908,14212
1706868000,1.08908,1.0895,1.08038,1.08072,20060
1706882400,1.08072,1.0817,1.07808,1.07834,33593
1706896800,1.07834,1.07974,1.07805,1.0787,12646
1707084000,1.0787,1.07874,1.07674,1.07786,12263
1707098400,1.07786,1.07823,1.07733,1.07822,9097
1707112800,1.07822,1.07862,1.07519,1.07536,15457
1707127200,1.07536,1.07589,1.07361,1.07376,15458
1707141600,1.07376,1.0745,1.07233,1.07392,23594
1707156000,1.07392,1.07467,1.07367,1.07419,9280
1707170400,1.07419,1.07472,1.0739,1.07454,6162
1707184800,1.07454,1.07542,1.07434,1.07536,8128
1707199200,1.07536,1.07624,1.07255,1.07294,16014
1707213600,1.07294,1.0744,1.07227,1.07306,14655
1707228000,1.07306,1.07553,1.0729,1.07511,23686
1707242400,1.07511,1.07575,1.07435,1.07537,12521
1707256800,1.07537,1.0765,1.07512,1.07637,6759
1707271200,1.07637,1.07666,1.07567,1.07627,7078
1707285600,1.07627,1.07736,1.07567,1.07692,14567
1707300000,1.07692,1.0784,1.07624,1.07702,16594
1707314400,1.07702,1.078,1.07558,1.0765,25046
1707328800,1.0765,1.07754,1.07644,1.07734,9998
1707343200,1.07734,1.07798,1.0771,1.07786,5633
1707357600,1.07786,1.07884,1.07786,1.07828,6467
1707372000,1.07828,1.07889,1.07686,1.07832,14890
1707386400,1.07832,1.07856,1.07416,1.0744,16787
1707400800,1.0744,1.07767,1.07436,1.07735,17878
1707415200,1.07735,1.07828,1.07726,1.07782,10311
1707429600,1.07782,1.07802,1.07722,1.07744,6079
1707444000,1.07744,1.07784,1.07694,1.07712,5526
1707458400,1.07712,1.07848,1.07661,1.0767,14289
1707472800,1.0767,1.0795,1.07622,1.07832,20168
1707487200,1.07832,1.07955,1.07749,1.07856,22655
1707501600,1.07856,1.0791,1.07798,1.07854,7295
1707688800,1.07854,1.08,1.07823,1.07958,5958
1707703200,1.07958,1.0798,1.07894,1.07916,3247
1707717600,1.07916,1.08058,1.07668,1.07692,12359
1707732000,1.07692,1.0779,1.07611,1.0764,13059
1707746400,1.0764,1.07826,1.0756,1.07824,15751
1707760800,1.07824,1.07862,1.07681,1.07716,9282
1707775200,1.07716,1.0776,1.07656,1.0767,4177
1707789600,1.0767,1.0768,1.07606,1.0767,4336
1707804000,1.0767,1.07778,1.0757,1.07667,13328
1707818400,1.07667,1.07966,1.0703,1.07086,21464
1707832800,1.07086,1.0727,1.07006,1.07155,27806
1707847200,1.07155,1.07204,1.07006,1.07094,10937
1707861600,1.07094,1.07146,1.07034,1.07118,6565
1707876000,1.07118,1.07152,1.07082,1.07141,6689
1707890400,1.07141,1.07188,1.0695,1.07,15669
1707904800,1.07,1.07169,1.06965,1.07089,16204
1707919200,1.07089,1.07346,1.07065,1.07306,22684
1707933600,1.07306,1.07339,1.07255,1.07276,9901
1707948000,1.07276,1.07356,1.07264,1.07284,5244
1707962400,1.07284,1.07324,1.07247,1.07292,5767
1707976800,1.07292,1.07415,1.07272,1.07332,14383
1707991200,1.07332,1.0773,1.07308,1.07664,17071
1708005600,1.07664,1.0785,1.07551,1.07626,23587
1708020000,1.07626,1.07743,1.07607,1.07726,9423
1708034400,1.07726,1.0777,1.07612,1.0765,5939
1708048800,1.0765,1.07652,1.07574,1.07603,7255
1708063200,1.07603,1.07718,1.07587,1.07661,13528
1708077600,1.07661,1.07801,1.07321,1.07466,16725
1708092000,1.07466,1.07782,1.0741,1.0778,24068
1708106400,1.0778,1.07876,1.07729,1.07768,11517
1708293600,1.07768,1.07891,1.07741,1.07804,6228
1708308000,1.07804,1.07834,1.07748,1.0782,5606
1708322400,1.0782,1.07895,1.07724,1.07749,10800
1708336800,1.07749,1.07819,1.07677,1.07702,9171
1708351200,1.07702,1.07766,1.0762,1.07762,7569
1708365600,1.07762,1.07837,1.0776,1.07792,2040
1708380000,1.07792,1.07802,1.0765,1.0766,7959
1708394400,1.0766,1.07712,1.07616,1.07681,7723
1708408800,1.07681,1.0799,1.07675,1.07982,14759
1708423200,1.07982,1.08249,1.07936,1.08231,18859
1708437600,1.08231,1.0839,1.08092,1.08118,19805
1708452000,1.08118,1.08132,1.08044,1.08078,9974
1708466400,1.08078,1.08128,1.08054,1.0812,6747
1708480800,1.0812,1.08192,1.0812,1.08152,7426
1708495200,1.08152,1.08153,1.079,1.07999,12967
1708509600,1.07999,1.08116,1.07942,1.08101,14036
1708524000,1.08101,1.082,1.0801,1.08076,20007
1708538400,1.08076,1.08246,1.08,1.08196,18700
1708552800,1.08196,1.0832,1.08164,1.08267,6607
1708567200,1.08267,1.0838,1.08191,1.08333,6672
1708581600,1.08333,1.08885,1.08331,1.08532,20577
1708596000,1.08532,1.0859,1.08211,1.08232,18075
1708610400,1.08232,1.08246,1.08028,1.082,23132
1708624800,1.082,1.08263,1.08144,1.08231,9692
1708639200,1.08231,1.08322,1.08149,1.0827,6545
1708653600,1.0827,1.08308,1.08212,1.08228,7463
1708668000,1.08228,1.08326,1.08142,1.08174,12645
1708682400,1.08174,1.08396,1.08171,1.0832,16314
1708696800,1.0832,1.0837,1.08118,1.08248,22143
1708711200,1.08248,1.08296,1.08177,1.08206,10720
1708898400,1.08206,1.08314,1.08126,1.08164,7048
1708912800,1.08164,1.08244,1.08143,1.08233,6321
1708927200,1.08233,1.08404,1.08221,1.084,13689
1708941600,1.084,1.08598,1.08386,1.08581,12467
1708956000,1.08581,1.08589,1.08387,1.08453,16730
1708970400,1.08453,1.08526,1.08398,1.08514,8862
1708984800,1.08514,1.08516,1.08454,1.085,5908
1708999200,1.085,1.08554,1.08484,1.0852,7471
1709013600,1.0852,1.0866,1.08472,1.08529,11926
1709028000,1.08529,1.08631,1.08419,1.08482,13636
1709042400,1.08482,1.08579,1.0833,1.08509,19277
1709056800,1.08509,1.08568,1.08408,1.08452,10858
1709071200,1.08452,1.08476,1.08379,1.08396,6981
1709085600,1.08396,1.08404,1.08256,1.08268,6682
1709100000,1.08268,1.08295,1.07966,1.08,14647
1709114400,1.08,1.08308,1.07994,1.08278,17210
1709128800,1.08278,1.08459,1.08214,1.08384,18540
1709143200,1.08384,1.08406,1.08326,1.08387,9404
1709157600,1.08387,1.0841,1.0828,1.0829,7798
1709172000,1.0829,1.0838,1.08287,1.08356,11025
1709186400,1.08356,1.08522,1.0826,1.08506,18178
1709200800,1.08506,1.08544,1.0822,1.08379,20267
1709215200,1.08379,1.0856,1.0796,1.08,26777
1709229600,1.08,1.08113,1.07985,1.08048,11892
1709244000,1.08048,1.08214,1.08022,1.08214,8998
1709258400,1.08214,1.0822,1.08112,1.08122,5713
1709272800,1.08122,1.082,1.08082,1.08156,15065
1709287200,1.08156,1.08248,1.07985,1.0813,18226
1709301600,1.0813,1.08417,1.07982,1.08377,25014
1709316000,1.08377,1.08434,1.08316,1.08398,11332
1709503200,1.08398,1.08481,1.08386,1.08402,7947
1709517600,1.08402,1.0847,1.08386,1.08444,5772
1709532000,1.08444,1.0858,1.08379,1.08491,12924
1709546400,1.08491,1.08576,1.084,1.08487,12407
1709560800,1.08487,1.08669,1.08452,1.0858,17850
1709575200,1.0858,1.08608,1.08548,1.08556,7045
1709589600,1.08556,1.08581,1.08475,1.08496,9710
1709604000,1.08496,1.08549,1.08486,1.08529,5136
1709618400,1.08529,1.08559,1.08416,1.08515,12655
1709632800,1.08515,1.0855,1.08421,1.08464,11958
1709647200,1.08464,1.0876,1.08403,1.086,21143
1709661600,1.086,1.08601,1.0849,1.08568,9831
1709676000,1.08568,1.08589,1.08422,1.08439,9331
1709690400,1.08439,1.0857,1.08438,1.08552,7447
1709704800,1.08552,1.08778,1.08549,1.08766,13328
1709719200,1.08766,1.08851,1.08674,1.0885,15499
1709733600,1.0885,1.09154,1.08814,1.09024,25322
1709748000,1.09024,1.09078,1.08929,1.0899,15720
1709762400,1.0899,1.09074,1.08966,1.0898,8425
1709776800,1.0898,1.09058,1.08936,1.09004,8184
1709791200,1.09004,1.09044,1.08878,1.09017,14181
1709805600,1.09017,1.0902,1.08677,1.08722,18480
1709820000,1.08722,1.09423,1.08692,1.0937,25504
1709834400,1.0937,1.09492,1.09366,1.09484,8659
1709848800,1.09484,1.09558,1.09455,1.0948,7596
1709863200,1.0948,1.09509,1.09442,1.09466,6681
1709877600,1.09466,1.09512,1.09261,1.09353,15139
1709892000,1.09353,1.09813,1.09192,1.09583,21929
1709906400,1.09583,1.09668,1.0937,1.09394,29942
1709920800,1.09394,1.0944,1.09335,1.09388,12675
1710104400,1.09388,1.09468,1.0936,1.09424,5903
1710118800,1.09424,1.09458,1.0937,1.09386,8556
1710133200,1.09386,1.09482,1.09355,1.09446,11702
1710147600,1.09446,1.0945,1.09294,1.09295,11707
1710162000,1.09295,1.09318,1.09146,1.09272,16895
1710176400,1.09272,1.09304,1.09182,1.09254,10407
1710190800,1.09254,1.09324,1.09213,1.09287,7965
1710205200,1.09287,1.09383,1.09269,1.0937,6595
1710219600,1.0937,1.09396,1.09213,1.09248,11194
1710234000,1.09248,1.09441,1.09031,1.09202,20547
1710248400,1.09202,1.0923,1.09023,1.09177,24329
1710262800,1.09177,1.09276,1.09128,1.09265,9198
1710277200,1.09265,1.09298,1.09258,1.0927,6041
1710291600,1.0927,1.09309,1.09221,1.09236,8331
1710306000,1.09236,1.0933,1.0921,1.09276,9399
1710320400,1.09276,1.09475,1.092,1.09367,11767
1710334800,1.09367,1.09495,1.09314,1.09491,16235
1710349200,1.09491,1.0964,1.09458,1.09481,9894
1710363600,1.09481,1.09548,1.0946,1.09488,5913
1710378000,1.09488,1.09529,1.0939,1.09426,5523
1710392400,1.09426,1.09442,1.09318,1.09378,10022
1710406800,1.09378,1.09455,1.09238,1.09301,15672
1710421200,1.09301,1.09313,1.0883,1.08872,23534
1710435600,1.08872,1.08919,1.08807,1.08835,8526
1710450000,1.08835,1.08866,1.0876,1.08779,8642
1710464400,1.08779,1.08802,1.0873,1.08766,6889
1710478800,1.08766,1.0887,1.08733,1.0883,9663
1710493200,1.0883,1.08998,1.08826,1.08874,12649
1710507600,1.08874,1.08949,1.08813,1.08858,19687
1710522000,1.08858,1.08915,1.08834,1.08882,8502
1710709200,1.08882,1.08924,1.08807,1.08854,4486
1710723600,1.08854,1.08919,1.08829,1.08876,5246
1710738000,1.08876,1.0898,1.08854,1.0894,7805
1710752400,1.0894,1.09062,1.08899,1.08922,10119
1710766800,1.08922,1.08936,1.08694,1.08725,13571
1710781200,1.08725,1.08753,1.0866,1.08726,6267
1710795600,1.08726,1.08752,1.08692,1.08695,5828
1710810000,1.08695,1.08766,1.08668,1.08708,12303
1710824400,1.08708,1.08723,1.08424,1.08476,13896
1710838800,1.08476,1.08562,1.08348,1.08518,14779
1710853200,1.08518,1.08655,1.08492,1.08634,15201
1710867600,1.08634,1.08676,1.08598,1.08661,7744
1710882000,1.08661,1.08676,1.08582,1.08644,7168
1710896400,1.08644,1.08712,1.08622,1.08668,4816
1710910800,1.08668,1.08722,1.08501,1.08522,8844
1710925200,1.08522,1.08524,1.08365,1.08424,11238
1710939600,1.08424,1.08613,1.08373,1.08608,10429
1710954000,1.08608,1.09229,1.08586,1.0922,34399
1710968400,1.0922,1.09376,1.09194,1.09336,9124
1710982800,1.09336,1.0939,1.09327,1.09332,8037
1710997200,1.09332,1.09427,1.08874,1.08919,14254
1711011600,1.08919,1.09238,1.08892,1.09116,17762
1711026000,1.09116,1.09118,1.08558,1.0861,24367
1711040400,1.0861,1.08664,1.08556,1.08598,8233
1711054800,1.08598,1.08682,1.08594,1.08652,5926
1711069200,1.08652,1.08658,1.08312,1.08332,9058
1711083600,1.08332,1.08422,1.08082,1.08118,12149
1711098000,1.08118,1.08312,1.08116,1.08265,14321
1711112400,1.08265,1.08317,1.08058,1.08059,13539
1711126800,1.08059,1.08107,1.08018,1.08077,5889
1711314000,1.08077,1.08108,1.08026,1.08035,3752
1711328400,1.08035,1.08223,1.08021,1.08133,9098
1711342800,1.08133,1.08238,1.08072,1.0814,8536
1711357200,1.0814,1.08341,1.08116,1.08307,8968
1711371600,1.08307,1.08426,1.08292,1.08366,10812
1711386000,1.08366,1.0841,1.08333,1.08375,5272
1711400400,1.08375,1.08429,1.08354,1.08427,7418
1711414800,1.08427,1.08459,1.08359,1.08403,5947
1711429200,1.08403,1.0853,1.08387,1.08495,8568
1711443600,1.08495,1.08644,1.08455,1.08521,13208
1711458000,1.08521,1.08586,1.08244,1.08284,14032
1711472400,1.08284,1.08358,1.08268,1.08312,6497
1711486800,1.08312,1.0834,1.08274,1.08294,4915
1711501200,1.08294,1.08309,1.08206,1.083,7153
1711515600,1.083,1.08339,1.08214,1.08289,8703
1711530000,1.08289,1.08392,1.08152,1.08189,12351
1711544400,1.08189,1.08258,1.08109,1.08231,13936
1711558800,1.08231,1.08292,1.08175,1.08278,7453
1711573200,1.08278,1.0828,1.08081,1.08176,6981
1711587600,1.08176,1.08261,1.0815,1.08238,6078
1711602000,1.08238,1.08268,1.07898,1.07921,9213
1711616400,1.07921,1.0809,1.0775,1.08082,12413
1711630800,1.08082,1.08189,1.0793,1.07993,17901
1711645200,1.07993,1.0802,1.07846,1.07876,7040
1711659600,1.07876,1.07949,1.07842,1.07844,18718
1711674000,1.07844,1.0785,1.0774,1.07768,8339
1711688400,1.07768,1.07824,1.07682,1.07788,8333
1711702800,1.07788,1.08058,1.0773,1.07986,12898
1711717200,1.07986,1.08039,1.07874,1.07886,12761
1711731600,1.07886,1.07987,1.07882,1.07932,10375
1711918800,1.07932,1.07989,1.07855,1.07914,7181
1711933200,1.07914,1.07948,1.07842,1.07868,6414
1711947600,1.07868,1.07923,1.07828,1.07899,5636
1711962000,1.07899,1.07909,1.07772,1.07819,6994
1711976400,1.07819,1.0783,1.07309,1.07366,16052
1711990800,1.07366,1.07442,1.07366,1.07431,5747
1712005200,1.07431,1.07449,1.0731,1.07373,5186
1712019600,1.07373,1.07384,1.07294,1.07333,5391
1712034000,1.07333,1.0743,1.07245,1.07316,11768
1712048400,1.07316,1.0756,1.07312,1.07491,12026
1712062800,1.07491,1.07793,1.0748,1.07682,16054
1712077200,1.07682,1.07698,1.07604,1.07696,4957
1712091600,1.07696,1.07742,1.0766,1.07688,4292
1712106000,1.07688,1.07794,1.07658,1.07747,5363
1712120400,1.07747,1.07775,1.07641,1.07718,8045
1712134800,1.07718,1.07864,1.07652,1.07783,11583
1712149200,1.07783,1.08363,1.0778,1.08307,21985
1712163600,1.08307,1.08369,1.08256,1.08361,7121
1712178000,1.08361,1.08436,1.08338,1.08431,4272
1712192400,1.08431,1.08448,1.08383,1.08427,4681
1712206800,1.08427,1.08627,1.0839,1.0862,10962
1712221200,1.0862,1.08704,1.08507,1.08697,10020
1712235600,1.08697,1.08766,1.08581,1.08589,10631
1712250000,1.08589,1.0862,1.08319,1.08374,13217
1712264400,1.08374,1.08441,1.0835,1.08416,9891
1712278800,1.08416,1.08431,1.08234,1.08264,7608
1712293200,1.08264,1.08464,1.08226,1.08376,9345
1712307600,1.08376,1.08479,1.08002,1.08094,15750
1712322000,1.08094,1.08445,1.07914,1.08358,21996
1712336400,1.08358,1.0839,1.08307,1.08376,8670
1712523600,1.08376,1.08386,1.08231,1.0827,5255
1712538000,1.0827,1.08434,1.08268,1.08322,8043
1712552400,1.08322,1.08379,1.08222,1.08236,12381
1712566800,1.08236,1.08356,1.08209,1.08342,9985
1712581200,1.08342,1.0859,1.08342,1.08502,14449
1712595600,1.08502,1.08621,1.08495,1.08592,5629
1712610000,1.08592,1.08638,1.08575,1.08587,6262
1712624400,1.08587,1.08624,1.0854,1.08566,5535
1712638800,1.08566,1.08627,1.0849,1.08576,8050
1712653200,1.08576,1.0884,1.08565,1.08806,10619
1712667600,1.08806,1.08851,1.08522,1.08546,15986
1712682000,1.08546,1.08592,1.08477,1.0857,6798
1712696400,1.0857,1.08598,1.08542,1.08572,7444
1712710800,1.08572,1.0859,1.08504,1.08526,6082
1712725200,1.08526,1.08607,1.08478,1.08606,9103
1712739600,1.08606,1.08665,1.07783,1.07808,18218
1712754000,1.07808,1.07812,1.07288,1.07362,25675
1712768400,1.07362,1.07543,1.07291,1.07427,18107
1712782800,1.07427,1.0746,1.07383,1.07426,6738
1712797200,1.07426,1.07489,1.07413,1.07461,6629
1712811600,1.07461,1.07499,1.07267,1.07406,12873
1712826000,1.07406,1.0747,1.0715,1.07416,22321
1712840400,1.07416,1.07566,1.06992,1.07177,25146
1712854800,1.07177,1.07347,1.07152,1.07262,9868
1712869200,1.07262,1.07294,1.07224,1.0726,3315
1712883600,1.0726,1.07284,1.07108,1.07112,6357
1712898000,1.07112,1.07142,1.06706,1.06711,14274
1712912400,1.06711,1.06749,1.06313,1.06384,16202
1712926800,1.06384,1.06512,1.06228,1.06417,22458
1712941200,1.06417,1.06506,1.06373,1.06417,9669
1713128400,1.06417,1.06518,1.06338,1.06458,9103
1713142800,1.06458,1.0655,1.06392,1.06526,8510
1713157200,1.06526,1.0665,1.065,1.06564,13473
1713171600,1.06564,1.06653,1.0631,1.06473,15335
1713186000,1.06473,1.06609,1.06218,1.06362,21585
1713200400,1.06362,1.06396,1.06203,1.06248,10706
1713214800,1.06248,1.06284,1.0618,1.06184,5101
1713229200,1.06184,1.06193,1.06061,1.0614,8746
1713243600,1.0614,1.06248,1.06024,1.06163,15014
1713258000,1.06163,1.06539,1.06162,1.06389,15719
1713272400,1.06389,1.0645,1.06189,1.0625,23830
1713286800,1.0625,1.06349,1.06011,1.06186,20936
1713301200,1.06186,1.06252,1.06128,1.06223,7025
1713315600,1.06223,1.06356,1.06203,1.0625,7094
1713330000,1.0625,1.06489,1.06061,1.06405,16345
1713344400,1.06405,1.06492,1.06316,1.06348,13063
1713358800,1.06348,1.06565,1.06301,1.06499,21094
1713373200,1.06499,1.06797,1.0648,1.06728,14041
1713387600,1.06728,1.06756,1.06642,1.06699,4880
1713402000,1.06699,1.06804,1.06644,1.06784,7933
1713416400,1.06784,1.06901,1.06748,1.06786,11453
1713430800,1.06786,1.06814,1.06597,1.06628,12918
1713445200,1.06628,1.06685,1.06464,1.06533,20156
1713459600,1.06533,1.0655,1.06415,1.06439,9898
1713474000,1.06439,1.06454,1.0636,1.06387,6011
1713488400,1.06387,1.06432,1.06104,1.06348,26780
1713502800,1.06348,1.06594,1.06271,1.06456,20309
1713517200,1.06456,1.06739,1.06432,1.06654,15009
1713531600,1.06654,1.06776,1.06404,1.06536,20114
1713546000,1.06536,1.06585,1.06466,1.06564,10835
1713733200,1.06564,1.06652,1.06527,1.06534,5669
1713747600,1.06534,1.06708,1.06532,1.06654,7455
1713762000,1.06654,1.06694,1.06474,1.06568,11762
1713776400,1.06568,1.0662,1.06308,1.06398,11361
1713790800,1.06398,1.06511,1.0624,1.06489,13030
1713805200,1.06489,1.06608,1.06482,1.06538,6545
1713819600,1.06538,1.06594,1.06512,1.06587,3367
1713834000,1.06587,1.06607,1.06536,1.06552,6249
1713848400,1.06552,1.06954,1.06386,1.06706,14899
1713862800,1.06706,1.0678,1.06532,1.06722,12321
1713877200,1.06722,1.07114,1.06601,1.07001,22371
1713891600,1.07001,1.07078,1.06994,1.07024,6211
1713906000,1.07024,1.07108,1.06996,1.07097,3338
1713920400,1.07097,1.07144,1.07043,1.07052,6697
1713934800,1.07052,1.07057,1.06807,1.06834,9807
1713949200,1.06834,1.0693,1.0678,1.06868,11444
1713963600,1.06868,1.07026,1.0681,1.06906,15589
1713978000,1.06906,1.07067,1.0687,1.06992,8169
1713992400,1.06992,1.07046,1.06943,1.07034,3580
1714006800,1.07034,1.071,1.0697,1.07092,5051
1714021200,1.07092,1.0729,1.07078,1.07258,10164
1714035600,1.07258,1.07402,1.06855,1.06922,14583
1714050000,1.06922,1.07352,1.06784,1.07312,22957
1714064400,1.07312,1.07388,1.0723,1.073,9478
1714078800,1.073,1.07308,1.07228,1.07275,2872
1714093200,1.07275,1.07293,1.07185,1.07224,6086
1714107600,1.07224,1.0753,1.07215,1.07409,14201
1714122000,1.07409,1.07434,1.07102,1.07165,17199
1714136400,1.07165,1.07238,1.0674,1.06946,19963
1714150800,1.06946,1.07072,1.0691,1.06932,5931
1714338000,1.06932,1.07112,1.06932,1.071,4498
1714352400,1.071,1.07336,1.07076,1.07288,15206
1714366800,1.07288,1.07338,1.07012,1.07048,24165
1714381200,1.07048,1.07272,1.06974,1.07034,12462
1714395600,1.07034,1.07292,1.06902,1.0726,15851
1714410000,1.0726,1.07297,1.0715,1.072,9397
1714424400,1.072,1.07228,1.07103,1.07151,4193
1714438800,1.07151,1.0718,1.07024,1.07058,6013
1714453200,1.07058,1.07124,1.06899,1.07112,11729
1714467600,1.07112,1.07355,1.06896,1.07004,17178
1714482000,1.07004,1.07196,1.0676,1.0679,23239
1714496400,1.0679,1.06831,1.06648,1.06661,7660
1714510800,1.06661,1.06735,1.0658,1.06617,4229
1714525200,1.06617,1.06634,1.0655,1.06558,3636
1714539600,1.06558,1.06706,1.06494,1.06695,6683
1714554000,1.06695,1.0685,1.06667,1.06844,9482
1714568400,1.06844,1.06922,1.06706,1.06716,13478
1714582800,1.06716,1.07328,1.0671,1.07132,38291
1714597200,1.07132,1.07213,1.07078,1.07118,7662
1714611600,1.07118,1.07209,1.0707,1.07177,7205
1714626000,1.07177,1.07284,1.07,1.07042,15372
1714640400,1.07042,1.07123,1.06935,1.07011,13541
1714654800,1.07011,1.07216,1.06742,1.07166,20473
1714669200,1.07166,1.07302,1.0714,1.07252,8892
1714683600,1.07252,1.07319,1.07244,1.07315,4727
1714698000,1.07315,1.07398,1.07309,1.07323,6590
